country,date,total_cases,new_cases,total_deaths,new_deaths,total_recovered,new_recovered,active_cases,critical_cases
Bangladesh,2023-01-26,12528,294,331,5,4876,35,7321,267
Bangladesh,2023-01-27,13398,870,359,28,5103,227,7936,298
Bangladesh,2023-01-28,13621,223,360,1,5144,41,8117,334
Bangladesh,2023-01-29,14173,552,378,18,5563,419,8232,190
Bangladesh,2023-01-30,14594,421,380,2,5801,238,8413,287
Bangladesh,2023-01-31,15061,467,399,19,6114,313,8548,101
Bangladesh,2023-02-01,15084,23,399,0,6126,12,8559,238
Bangladesh,2023-02-02,15164,80,400,1,6181,55,8583,30
Bangladesh,2023-02-03,15255,91,400,0,6184,3,8671,342
Bangladesh,2023-02-04,15640,385,414,14,6312,128,8914,235
Bangladesh,2023-02-05,15649,9,414,0,6315,3,8920,334
Bangladesh,2023-02-06,16193,544,440,26,6469,154,9284,268
Bangladesh,2023-02-07,17013,820,454,14,6488,19,10071,93
Bangladesh,2023-02-08,17387,374,471,17,6558,70,10358,239
Bangladesh,2023-02-09,17548,161,476,5,6644,86,10428,299
Bangladesh,2023-02-10,18316,768,498,22,6882,238,10936,504
Bangladesh,2023-02-11,18897,581,508,10,6949,67,11440,4
Bangladesh,2023-02-12,19077,180,512,4,7082,133,11483,523
Bangladesh,2023-02-13,19137,60,513,1,7094,12,11530,312
Bangladesh,2023-02-14,19526,389,523,10,7320,226,11683,378
Bangladesh,2023-02-15,19843,317,524,1,7363,43,11956,400
Bangladesh,2023-02-16,20778,935,541,17,7927,564,12310,436
Bangladesh,2023-02-17,21412,634,557,16,7934,7,12921,146
Bangladesh,2023-02-18,21817,405,561,4,8111,177,13145,137
Bangladesh,2023-02-19,21954,137,563,2,8213,102,13178,247
Bangladesh,2023-02-20,22816,862,575,12,8645,432,13596,136
Bangladesh,2023-02-21,23711,895,599,24,8809,164,14303,119
Bangladesh,2023-02-22,23976,265,605,6,8817,8,14554,81
Bangladesh,2023-02-23,24305,329,614,9,8946,129,14745,676
Bangladesh,2023-02-24,24305,0,614,0,8946,0,14745,570
Bangladesh,2023-02-25,24602,297,620,6,9165,219,14817,538
Bangladesh,2023-02-26,25276,674,625,5,9291,126,15360,7
Bangladesh,2023-02-27,26030,754,643,18,9539,248,15848,157
Bangladesh,2023-02-28,26541,511,649,6,9747,208,16145,562
Bangladesh,2023-03-01,27312,771,654,5,10232,485,16426,602
Bangladesh,2023-03-02,27986,674,678,24,10669,437,16639,298
Bangladesh,2023-03-03,28660,674,688,10,11174,505,16798,267
Bangladesh,2023-03-04,29546,886,695,7,11593,419,17258,657
Bangladesh,2023-03-05,30418,872,703,8,11630,37,18085,288
Bangladesh,2023-03-06,30611,193,707,4,11725,95,18179,209
Bangladesh,2023-03-07,30775,164,707,0,11808,83,18260,281
Bangladesh,2023-03-08,30804,29,707,0,11815,7,18282,602
Bangladesh,2023-03-09,31194,390,720,13,11882,67,18592,260
Bangladesh,2023-03-10,31963,769,732,12,12171,289,19060,161
Bangladesh,2023-03-11,32338,375,735,3,12467,296,19136,756
Bangladesh,2023-03-12,32446,108,737,2,12511,44,19198,536
Bangladesh,2023-03-13,32800,354,753,16,12664,153,19383,700
Bangladesh,2023-03-14,33221,421,768,15,12878,214,19575,481
Bangladesh,2023-03-15,33360,139,769,1,12906,28,19685,299
Bangladesh,2023-03-16,33999,639,789,20,13270,364,19940,36
Bangladesh,2023-03-17,34263,264,794,5,13300,30,20169,700
Bangladesh,2023-03-18,35210,947,796,2,13512,212,20902,856
Bangladesh,2023-03-19,35702,492,809,13,13702,190,21191,806
Bangladesh,2023-03-20,36690,988,825,16,13977,275,21888,271
Bangladesh,2023-03-21,37367,677,835,10,14479,502,22053,307
Bangladesh,2023-03-22,37514,147,840,5,14520,41,22154,777
Bangladesh,2023-03-23,38487,973,849,9,15189,669,22449,65
Bangladesh,2023-03-24,39378,891,868,19,15285,96,23225,570
Bangladesh,2023-03-25,39536,158,873,5,15321,36,23342,680
Bangladesh,2023-03-26,39664,128,874,1,15379,58,23411,983
Bangladesh,2023-03-27,39696,32,874,0,15396,17,23426,455
Bangladesh,2023-03-28,39959,263,880,6,15577,181,23502,874
Bangladesh,2023-03-29,39989,30,880,0,15599,22,23510,930
Bangladesh,2023-03-30,40398,409,898,18,15800,201,23700,978
Bangladesh,2023-03-31,41058,660,910,12,16205,405,23943,139
Nigeria,2023-01-01,242,242,5,5,85,85,152,6
Nigeria,2023-01-02,712,470,16,11,358,273,338,5
Nigeria,2023-01-03,1531,819,18,2,928,570,585,15
Nigeria,2023-01-04,2485,954,59,41,1657,729,769,19
Nigeria,2023-01-05,3349,864,71,12,2218,561,1060,47
Nigeria,2023-01-06,3466,117,75,4,2299,81,1092,29
Nigeria,2023-01-07,3790,324,81,6,2505,206,1204,36
Nigeria,2023-01-08,3967,177,81,0,2584,79,1302,31
Nigeria,2023-01-09,4880,913,81,0,3111,527,1688,66
Nigeria,2023-01-10,5741,861,120,39,3297,186,2324,34
Nigeria,2023-01-11,6635,894,133,13,3731,434,2771,123
Nigeria,2023-01-12,7369,734,136,3,4084,353,3149,54
Nigeria,2023-01-13,7485,116,139,3,4143,59,3203,124
Nigeria,2023-01-14,7888,403,143,4,4346,203,3399,165
Nigeria,2023-01-15,8478,590,158,15,4806,460,3514,102
Nigeria,2023-01-16,9160,682,186,28,5030,224,3944,107
Nigeria,2023-01-17,10062,902,200,14,5259,229,4603,184
Nigeria,2023-01-18,10374,312,213,13,5261,2,4900,180
Nigeria,2023-01-19,11215,841,240,27,5551,290,5424,170
Nigeria,2023-01-20,11772,557,250,10,5563,12,5959,4
Nigeria,2023-01-21,12530,758,283,33,5663,100,6584,164
Nigeria,2023-01-22,12623,93,285,2,5705,42,6633,291
Nigeria,2023-01-23,13489,866,297,12,6238,533,6954,70
Nigeria,2023-01-24,13968,479,309,12,6536,298,7123,194
Nigeria,2023-01-25,14915,947,332,23,6919,383,7664,330
Nigeria,2023-01-26,15156,241,343,11,6973,54,7840,104
Nigeria,2023-01-27,15593,437,347,4,7199,226,8047,81
Nigeria,2023-01-28,16173,580,373,26,7239,40,8561,263
Nigeria,2023-01-29,16303,130,378,5,7337,98,8588,97
Nigeria,2023-01-30,16474,171,382,4,7366,29,8726,236
Nigeria,2023-01-31,17308,834,396,14,7568,202,9344,204
Nigeria,2023-02-01,17782,474,410,14,7936,368,9436,309
Nigeria,2023-02-02,17796,14,410,0,7939,3,9447,206
Nigeria,2023-02-03,18037,241,415,5,8103,164,9519,69
Nigeria,2023-02-04,18461,424,432,17,8211,108,9818,144
Nigeria,2023-02-05,19227,766,439,7,8469,258,10319,316
Nigeria,2023-02-06,19899,672,457,18,8520,51,10922,326
Nigeria,2023-02-07,19920,21,457,0,8521,1,10942,301
Nigeria,2023-02-08,20183,263,462,5,8594,73,11127,111
Nigeria,2023-02-09,20912,729,480,18,9096,502,11336,444
Nigeria,2023-02-10,21623,711,494,14,9356,260,11773,113
Nigeria,2023-02-11,22611,988,513,19,10069,713,12029,445
Nigeria,2023-02-12,23497,886,545,32,10724,655,12228,53
Nigeria,2023-02-13,24334,837,557,12,10894,170,12883,624
Nigeria,2023-02-14,24906,572,584,27,11180,286,13142,135
Nigeria,2023-02-15,25118,212,587,3,11214,34,13317,538
Nigeria,2023-02-16,25413,295,598,11,11296,82,13519,657
Nigeria,2023-02-17,25796,383,598,0,11406,110,13792,566
Nigeria,2023-02-18,26440,644,614,16,11462,56,14364,412
Nigeria,2023-02-19,26818,378,628,14,11688,226,14502,135
Nigeria,2023-02-20,26989,171,628,0,11737,49,14624,456
Nigeria,2023-02-21,27457,468,629,1,11966,229,14862,508
Nigeria,2023-02-22,28124,667,644,15,12487,521,14993,89
Nigeria,2023-02-23,28878,754,679,35,12962,475,15237,354
Nigeria,2023-02-24,28923,45,680,1,12970,8,15273,719
Nigeria,2023-02-25,29587,664,688,8,13265,295,15634,596
Nigeria,2023-02-26,29593,6,688,0,13265,0,15640,302
Nigeria,2023-02-27,30571,978,714,26,13505,240,16352,591
Nigeria,2023-02-28,30578,7,714,0,13506,1,16358,284
Nigeria,2023-03-01,30850,272,726,12,13603,97,16521,129
Nigeria,2023-03-02,31348,498,740,14,13697,94,16911,369
Nigeria,2023-03-03,31737,389,745,5,13785,88,17207,399
Nigeria,2023-03-04,32047,310,752,7,14020,235,17275,301
Nigeria,2023-03-05,32646,599,767,15,14489,469,17390,42
Nigeria,2023-03-06,32796,150,767,0,14521,32,17508,360
Nigeria,2023-03-07,33016,220,777,10,14542,21,17697,715
Nigeria,2023-03-08,33393,377,792,15,14679,137,17922,24
Nigeria,2023-03-09,33698,305,794,2,14859,180,18045,270
Nigeria,2023-03-10,34054,356,800,6,15087,228,18167,636
Nigeria,2023-03-11,34227,173,804,4,15167,80,18256,570
Nigeria,2023-03-12,34488,261,806,2,15344,177,18338,209
Nigeria,2023-03-13,34649,161,808,2,15431,87,18410,106
Nigeria,2023-03-14,34955,306,817,9,15447,16,18691,597
Nigeria,2023-03-15,35256,301,829,12,15596,149,18831,431
Nigeria,2023-03-16,36050,794,855,26,15856,260,19339,550
Nigeria,2023-03-17,36383,333,864,9,15868,12,19651,645
Nigeria,2023-03-18,37374,991,892,28,16078,210,20404,958
Nigeria,2023-03-19,38103,729,920,28,16305,227,20878,1039
Nigeria,2023-03-20,38454,351,935,15,16559,254,20960,607
Nigeria,2023-03-21,38593,139,936,1,16577,18,21080,483
Nigeria,2023-03-22,38683,90,939,3,16645,68,21099,939
Nigeria,2023-03-23,38953,270,944,5,16773,128,21236,174
Nigeria,2023-03-24,39213,260,949,5,16823,50,21441,383
Nigeria,2023-03-25,39324,111,953,4,16880,57,21491,515
Nigeria,2023-03-26,40121,797,986,33,17081,201,22054,164
Nigeria,2023-03-27,40745,624,989,3,17321,240,22435,575
Nigeria,2023-03-28,40945,200,998,9,17466,145,22481,1012
Nigeria,2023-03-29,41396,451,1005,7,17469,3,22922,684
Nigeria,2023-03-30,41902,506,1016,11,17510,41,23376,958
Nigeria,2023-03-31,42201,299,1027,11,17738,228,23436,79
Canada,2023-01-01,862,862,0,0,656,656,206,6
Canada,2023-01-02,1023,161,5,5,699,43,319,7
Canada,2023-01-03,1104,81,6,1,740,41,358,6
Canada,2023-01-04,1139,35,6,0,757,17,376,17
Canada,2023-01-05,1666,527,28,22,799,42,839,25
Canada,2023-01-06,1994,328,41,13,942,143,1011,47
Canada,2023-01-07,2116,122,45,4,977,35,1094,34
Canada,2023-01-08,2224,108,45,0,978,1,1201,54
Canada,2023-01-09,2963,739,73,28,1517,539,1373,41
Canada,2023-01-10,3205,242,75,2,1659,142,1471,24
Canada,2023-01-11,4189,984,117,42,1678,19,2394,5
Canada,2023-01-12,4288,99,120,3,1713,35,2455,33
Canada,2023-01-13,4506,218,128,8,1814,101,2564,15
Canada,2023-01-14,5437,931,149,21,1964,150,3324,123
Canada,2023-01-15,6378,941,187,38,1967,3,4224,89
Canada,2023-01-16,7225,847,212,25,2025,58,4988,237
Canada,2023-01-17,8141,916,256,44,2304,279,5581,131
Canada,2023-01-18,8996,855,289,33,2953,649,5754,128
Canada,2023-01-19,9459,463,296,7,3235,282,5928,61
Canada,2023-01-20,9931,472,311,15,3552,317,6068,90
Canada,2023-01-21,10557,626,313,2,3753,201,6491,162
Canada,2023-01-22,11357,800,325,12,4350,597,6682,66
Canada,2023-01-23,12057,700,354,29,4358,8,7345,84
Canada,2023-01-24,12793,736,382,28,4777,419,7634,256
Canada,2023-01-25,13742,949,428,46,5020,243,8294,202
Canada,2023-01-26,14129,387,442,14,5080,60,8607,74
Canada,2023-01-27,14826,697,464,22,5395,315,8967,56
Canada,2023-01-28,14876,50,465,1,5398,3,9013,247
Canada,2023-01-29,15164,288,469,4,5599,201,9096,115
Canada,2023-01-30,15389,225,472,3,5604,5,9313,222
Canada,2023-01-31,15560,171,473,1,5632,28,9455,393
Canada,2023-02-01,15661,101,476,3,5693,61,9492,109
Canada,2023-02-02,15755,94,479,3,5750,57,9526,449
Canada,2023-02-03,15901,146,485,6,5805,55,9611,451
Canada,2023-02-04,16802,901,502,17,5971,166,10329,155
Canada,2023-02-05,17548,746,509,7,6218,247,10821,491
Canada,2023-02-06,18295,747,540,31,6464,246,11291,224
Canada,2023-02-07,19160,865,581,41,7152,688,11427,88
Canada,2023-02-08,19519,359,593,12,7338,186,11588,437
Canada,2023-02-09,20368,849,610,17,7894,556,11864,161
Canada,2023-02-10,21192,824,615,5,8324,430,12253,262
Canada,2023-02-11,21423,231,619,4,8453,129,12351,583
Canada,2023-02-12,21971,548,640,21,8813,360,12518,553
Canada,2023-02-13,22140,169,644,4,8875,62,12621,519
Canada,2023-02-14,23091,951,652,8,9313,438,13126,439
Canada,2023-02-15,23753,662,667,15,9530,217,13556,426
Canada,2023-02-16,24298,545,670,3,9696,166,13932,286
Canada,2023-02-17,25174,876,711,41,10029,333,14434,470
Canada,2023-02-18,25849,675,720,9,10393,364,14736,268
Canada,2023-02-19,25911,62,722,2,10427,34,14762,511
Canada,2023-02-20,26905,994,734,12,10788,361,15383,624
Canada,2023-02-21,27258,353,745,11,11036,248,15477,699
Canada,2023-02-22,28245,987,767,22,11217,181,16261,450
Canada,2023-02-23,29231,986,769,2,11281,64,17181,335
Canada,2023-02-24,29801,570,789,20,11580,299,17432,729
Canada,2023-02-25,30712,911,813,24,12280,700,17619,515
Canada,2023-02-26,31616,904,833,20,12327,47,18456,558
Canada,2023-02-27,32378,762,852,19,12439,112,19087,685
Canada,2023-02-28,32821,443,872,20,12625,186,19324,518
Canada,2023-03-01,32901,80,874,2,12688,63,19339,882
Canada,2023-03-02,33356,455,894,20,13001,313,19461,863
Canada,2023-03-03,33894,538,908,14,13199,198,19787,205
Canada,2023-03-04,34710,816,938,30,13301,102,20471,235
Canada,2023-03-05,35278,568,943,5,13346,45,20989,816
Canada,2023-03-06,35915,637,944,1,13753,407,21218,68
Canada,2023-03-07,36755,840,960,16,13871,118,21924,294
Canada,2023-03-08,37251,496,964,4,13986,115,22301,794
Canada,2023-03-09,37999,748,975,11,14358,372,22666,491
Canada,2023-03-10,38669,670,999,24,14403,45,23267,145
Canada,2023-03-11,39154,485,1004,5,14586,183,23564,318
Canada,2023-03-12,39244,90,1005,1,14599,13,23640,276
Canada,2023-03-13,39369,125,1009,4,14678,79,23682,1017
Canada,2023-03-14,40300,931,1049,40,15008,330,24243,653
Canada,2023-03-15,40696,396,1052,3,15083,75,24561,420
Canada,2023-03-16,41366,670,1058,6,15195,112,25113,490
Canada,2023-03-17,41749,383,1065,7,15340,145,25344,553
Canada,2023-03-18,42359,610,1066,1,15762,422,25531,908
Canada,2023-03-19,42423,64,1066,0,15784,22,25573,795
Canada,2023-03-20,42540,117,1068,2,15808,24,25664,226
Canada,2023-03-21,43182,642,1098,30,16319,511,25765,286
Canada,2023-03-22,44019,837,1122,24,16780,461,26117,401
Canada,2023-03-23,44568,549,1140,18,17055,275,26373,322
Canada,2023-03-24,45264,696,1163,23,17584,529,26517,545
Canada,2023-03-25,45699,435,1181,18,17681,97,26837,809
Canada,2023-03-26,46671,972,1226,45,17810,129,27635,989
Canada,2023-03-27,47624,953,1272,46,17886,76,28466,1088
Canada,2023-03-28,47940,316,1273,1,17976,90,28691,167
Canada,2023-03-29,48252,312,1287,14,18127,151,28838,1128
Canada,2023-03-30,49042,790,1299,12,18193,66,29550,1168
Canada,2023-03-31,49395,353,1313,14,18416,223,29666,47
Australia,2023-01-01,912,912,0,0,559,559,353,14
Australia,2023-01-02,934,22,0,0,562,3,372,11
Australia,2023-01-03,1356,422,9,9,661,99,686,20
Australia,2023-01-04,2214,858,21,12,900,239,1293,41
Australia,2023-01-05,2896,682,36,15,1194,294,1666,7
Australia,2023-01-06,3427,531,42,6,1270,76,2115,9
Australia,2023-01-07,3453,26,42,0,1276,6,2135,36
Australia,2023-01-08,4339,886,73,31,1573,297,2693,47
Australia,2023-01-09,4582,243,79,6,1609,36,2894,26
Australia,2023-01-10,4889,307,79,0,1686,77,3124,117
Australia,2023-01-11,5559,670,94,15,2074,388,3391,64
Australia,2023-01-12,5715,156,98,4,2129,55,3488,103
Australia,2023-01-13,6033,318,112,14,2315,186,3606,70
Australia,2023-01-14,6590,557,115,3,2368,53,4107,136
Australia,2023-01-15,6795,205,117,2,2515,147,4163,192
Australia,2023-01-16,7637,842,127,10,3009,494,4501,224
Australia,2023-01-17,8537,900,130,3,3689,680,4718,137
Australia,2023-01-18,8848,311,130,0,3724,35,4994,156
Australia,2023-01-19,9198,350,135,5,3949,225,5114,118
Australia,2023-01-20,9433,235,140,5,3973,24,5320,239
Australia,2023-01-21,9902,469,153,13,4124,151,5625,203
Australia,2023-01-22,10883,981,180,27,4634,510,6069,173
Australia,2023-01-23,11118,235,182,2,4803,169,6133,7
Australia,2023-01-24,11773,655,182,0,5281,478,6310,123
Australia,2023-01-25,11815,42,182,0,5293,12,6340,157
Australia,2023-01-26,12670,855,189,7,5915,622,6566,324
Australia,2023-01-27,13213,543,189,0,6302,387,6722,101
Australia,2023-01-28,13611,398,191,2,6318,16,7102,159
Australia,2023-01-29,13737,126,194,3,6341,23,7202,217
Australia,2023-01-30,14020,283,207,13,6364,23,7449,332
Australia,2023-01-31,14761,741,219,12,6677,313,7865,163
Australia,2023-02-01,15465,704,249,30,7206,529,8010,55
Australia,2023-02-02,15749,284,249,0,7279,73,8221,130
Australia,2023-02-03,16552,803,259,10,7832,553,8461,386
Australia,2023-02-04,16624,72,259,0,7848,16,8517,26
Australia,2023-02-05,16834,210,263,4,7996,148,8575,13
Australia,2023-02-06,16848,14,263,0,8006,10,8579,139
Australia,2023-02-07,17215,367,279,16,8192,186,8744,264
Australia,2023-02-08,17712,497,291,12,8232,40,9189,48
Australia,2023-02-09,17874,162,296,5,8331,99,9247,109
Australia,2023-02-10,18682,808,306,10,8378,47,9998,379
Australia,2023-02-11,19217,535,330,24,8544,166,10343,132
Australia,2023-02-12,20165,948,356,26,9255,711,10554,244
Australia,2023-02-13,20408,243,366,10,9280,25,10762,297
Australia,2023-02-14,20428,20,366,0,9293,13,10769,159
Australia,2023-02-15,20794,366,368,2,9425,132,11001,540
Australia,2023-02-16,21063,269,377,9,9518,93,11168,113
Australia,2023-02-17,21145,82,379,2,9522,4,11244,434
Australia,2023-02-18,21520,375,392,13,9561,39,11567,312
Australia,2023-02-19,22187,667,406,14,9901,340,11880,160
Australia,2023-02-20,22818,631,430,24,10232,331,12156,78
Australia,2023-02-21,22832,14,430,0,10236,4,12166,392
Australia,2023-02-22,23645,813,455,25,10669,433,12521,87
Australia,2023-02-23,24581,936,464,9,11285,616,12832,473
Australia,2023-02-24,24643,62,466,2,11300,15,12877,423
Australia,2023-02-25,25577,934,470,4,11973,673,13134,202
Australia,2023-02-26,26466,889,504,34,12295,322,13667,175
Australia,2023-02-27,27295,829,508,4,12779,484,14008,418
Australia,2023-02-28,27329,34,508,0,12797,18,14024,364
Australia,2023-03-01,27846,517,529,21,13080,283,14237,147
Australia,2023-03-02,27963,117,529,0,13121,41,14313,422
Australia,2023-03-03,28951,988,540,11,13499,378,14912,239
Australia,2023-03-04,29264,313,540,0,13645,146,15079,293
Australia,2023-03-05,29814,550,554,14,13848,203,15412,727
Australia,2023-03-06,29949,135,554,0,13865,17,15530,120
Australia,2023-03-07,30745,796,575,21,14388,523,15782,216
Australia,2023-03-08,30834,89,577,2,14403,15,15854,503
Australia,2023-03-09,31639,805,610,33,14424,21,16605,77
Australia,2023-03-10,32245,606,630,20,14902,478,16713,667
Australia,2023-03-11,32983,738,659,29,15416,514,16908,395
Australia,2023-03-12,33970,987,693,34,15737,321,17540,243
Australia,2023-03-13,34043,73,695,2,15760,23,17588,344
Australia,2023-03-14,34366,323,708,13,15857,97,17801,856
Australia,2023-03-15,35261,895,735,27,16228,371,18298,460
Australia,2023-03-16,35364,103,737,2,16259,31,18368,806
Australia,2023-03-17,35935,571,741,4,16712,453,18482,647
Australia,2023-03-18,36718,783,775,34,16853,141,19090,88
Australia,2023-03-19,37411,693,794,19,16910,57,19707,432
Australia,2023-03-20,37806,395,796,2,16998,88,20012,661
Australia,2023-03-21,38687,881,818,22,17479,481,20390,755
Australia,2023-03-22,38726,39,818,0,17490,11,20418,864
Australia,2023-03-23,39128,402,834,16,17495,5,20799,415
Australia,2023-03-24,39148,20,834,0,17506,11,20808,1002
Australia,2023-03-25,39361,213,840,6,17529,23,20992,752
Australia,2023-03-26,40104,743,871,31,17581,52,21652,904
Australia,2023-03-27,40928,824,906,35,18214,633,21808,482
Australia,2023-03-28,41404,476,910,4,18364,150,22130,878
Australia,2023-03-29,42293,889,935,25,18622,258,22736,735
Australia,2023-03-30,42450,157,935,0,18710,88,22805,501
Australia,2023-03-31,43394,944,965,30,19050,340,23379,205
Japan,2023-01-01,440,440,2,2,153,153,285,12
Japan,2023-01-02,1341,901,34,32,770,617,537,4
Japan,2023-01-03,2144,803,57,23,1260,490,827,2
Japan,2023-01-04,2482,338,67,10,1436,176,979,27
Japan,2023-01-05,2510,28,67,0,1454,18,989,37
Japan,2023-01-06,2735,225,74,7,1591,137,1070,46
Japan,2023-01-07,3523,788,101,27,2074,483,1348,5
Japan,2023-01-08,3742,219,107,6,2239,165,1396,33
Japan,2023-01-09,4238,496,130,23,2594,355,1514,49
Japan,2023-01-10,4594,356,138,8,2605,11,1851,77
Japan,2023-01-11,5353,759,151,13,2828,223,2374,16
Japan,2023-01-12,6173,820,154,3,3129,301,2890,88
Japan,2023-01-13,6664,491,159,5,3247,118,3258,85
Japan,2023-01-14,7389,725,170,11,3801,554,3418,47
Japan,2023-01-15,8077,688,183,13,3961,160,3933,104
Japan,2023-01-16,9039,962,229,46,4035,74,4775,177
Japan,2023-01-17,9638,599,235,6,4195,160,5208,47
Japan,2023-01-18,9732,94,235,0,4248,53,5249,204
Japan,2023-01-19,10649,917,246,11,4532,284,5871,279
Japan,2023-01-20,10662,13,246,0,4532,0,5884,13
Japan,2023-01-21,11318,656,274,28,4953,421,6091,81
Japan,2023-01-22,11547,229,275,1,4999,46,6273,197
Japan,2023-01-23,11620,73,275,0,5026,27,6319,93
Japan,2023-01-24,12219,599,303,28,5316,290,6600,0
Japan,2023-01-25,13006,787,330,27,5871,555,6805,206
Japan,2023-01-26,13672,666,346,16,6070,199,7256,35
Japan,2023-01-27,14367,695,379,33,6443,373,7545,176
Japan,2023-01-28,14466,99,382,3,6481,38,7603,192
Japan,2023-01-29,14899,433,388,6,6521,40,7990,122
Japan,2023-01-30,15610,711,414,26,6527,6,8669,225
Japan,2023-01-31,16258,648,418,4,7044,517,8796,280
Japan,2023-02-01,16596,338,427,9,7295,251,8874,287
Japan,2023-02-02,16693,97,430,3,7321,26,8942,351
Japan,2023-02-03,16707,14,430,0,7324,3,8953,280
Japan,2023-02-04,17291,584,453,23,7717,393,9121,180
Japan,2023-02-05,17906,615,464,11,8177,460,9265,401
Japan,2023-02-06,18773,867,496,32,8444,267,9833,211
Japan,2023-02-07,19472,699,520,24,8722,278,10230,86
Japan,2023-02-08,19654,182,521,1,8851,129,10282,136
Japan,2023-02-09,19933,279,521,0,8953,102,10459,447
Japan,2023-02-10,20169,236,524,3,9020,67,10625,460
Japan,2023-02-11,21121,952,526,2,9031,11,11564,200
Japan,2023-02-12,21757,636,527,1,9178,147,12052,116
Japan,2023-02-13,22683,926,546,19,9325,147,12812,455
Japan,2023-02-14,23077,394,559,13,9353,28,13165,131
Japan,2023-02-15,23406,329,569,10,9435,82,13402,639
Japan,2023-02-16,23844,438,574,5,9624,189,13646,662
Japan,2023-02-17,24219,375,587,13,9878,254,13754,43
Japan,2023-02-18,25044,825,621,34,10400,522,14023,328
Japan,2023-02-19,26031,987,622,1,11090,690,14319,492
Japan,2023-02-20,26689,658,645,23,11418,328,14626,0
Japan,2023-02-21,26932,243,654,9,11556,138,14722,44
Japan,2023-02-22,27550,618,660,6,11770,214,15120,455
Japan,2023-02-23,28074,524,680,20,11811,41,15583,605
Japan,2023-02-24,28430,356,683,3,12074,263,15673,461
Japan,2023-02-25,28743,313,685,2,12262,188,15796,600
Japan,2023-02-26,28968,225,687,2,12370,108,15911,469
Japan,2023-02-27,29003,35,687,0,12387,17,15929,383
Japan,2023-02-28,29617,614,699,12,12670,283,16248,606
Japan,2023-03-01,30348,731,700,1,12678,8,16970,285
Japan,2023-03-02,31003,655,703,3,13113,435,17187,663
Japan,2023-03-03,31866,863,739,36,13134,21,17993,341
Japan,2023-03-04,32828,962,770,31,13334,200,18724,709
Japan,2023-03-05,33269,441,789,19,13346,12,19134,612
Japan,2023-03-06,33407,138,790,1,13448,102,19169,187
Japan,2023-03-07,33713,306,798,8,13651,203,19264,42
Japan,2023-03-08,34480,767,827,29,14008,357,19645,565
Japan,2023-03-09,34904,424,839,12,14337,329,19728,425
Japan,2023-03-10,34992,88,842,3,14376,39,19774,481
Japan,2023-03-11,35961,969,848,6,14976,600,20137,663
Japan,2023-03-12,36769,808,853,5,15144,168,20772,526
Japan,2023-03-13,37228,459,868,15,15376,232,20984,271
Japan,2023-03-14,37928,700,887,19,15498,122,21543,319
Japan,2023-03-15,38307,379,902,15,15631,133,21774,327
Japan,2023-03-16,38890,583,924,22,15679,48,22287,851
Japan,2023-03-17,39672,782,926,2,16073,394,22673,341
Japan,2023-03-18,40034,362,935,9,16122,49,22977,324
Japan,2023-03-19,40710,676,945,10,16442,320,23323,1068
Japan,2023-03-20,41097,387,961,16,16598,156,23538,802
Japan,2023-03-21,41844,747,969,8,16720,122,24155,805
Japan,2023-03-22,42078,234,978,9,16834,114,24266,688
Japan,2023-03-23,42552,474,982,4,17041,207,24529,245
Japan,2023-03-24,42562,10,982,0,17043,2,24537,736
Japan,2023-03-25,42875,313,996,14,17259,216,24620,53
Japan,2023-03-26,43783,908,1026,30,17561,302,25196,20
Japan,2023-03-27,44264,481,1045,19,17621,60,25598,339
Japan,2023-03-28,45167,903,1069,24,18014,393,26084,1073
Japan,2023-03-29,45952,785,1103,34,18208,194,26641,103
Japan,2023-03-30,46345,393,1114,11,18267,59,26964,107
Japan,2023-03-31,46904,559,1135,21,18570,303,27199,416
South Korea,2023-01-01,360,360,9,9,29,29,322,5
South Korea,2023-01-02,402,42,9,0,50,21,343,3
South Korea,2023-01-03,1188,786,14,5,91,41,1083,34
South Korea,2023-01-04,1837,649,32,18,462,371,1343,32
South Korea,2023-01-05,2378,541,32,0,813,351,1533,74
South Korea,2023-01-06,2515,137,37,5,874,61,1604,58
South Korea,2023-01-07,3210,695,65,28,1306,432,1839,42
South Korea,2023-01-08,3558,348,70,5,1323,17,2165,48
South Korea,2023-01-09,3798,240,70,0,1375,52,2353,4
South Korea,2023-01-10,3974,176,77,7,1511,136,2386,103
South Korea,2023-01-11,4919,945,101,24,1539,28,3279,57
South Korea,2023-01-12,5475,556,112,11,1705,166,3658,68
South Korea,2023-01-13,6077,602,136,24,1780,75,4161,44
South Korea,2023-01-14,6358,281,142,6,1832,52,4384,215
South Korea,2023-01-15,6705,347,158,16,2108,276,4439,19
South Korea,2023-01-16,7533,828,169,11,2326,218,5038,41
South Korea,2023-01-17,7574,41,169,0,2327,1,5078,141
South Korea,2023-01-18,8201,627,171,2,2628,301,5402,29
South Korea,2023-01-19,8542,341,187,16,2683,55,5672,280
South Korea,2023-01-20,9530,988,233,46,2922,239,6375,106
South Korea,2023-01-21,9672,142,238,5,3011,89,6423,183
South Korea,2023-01-22,9924,252,238,0,3095,84,6591,289
South Korea,2023-01-23,10064,140,239,1,3166,71,6659,137
South Korea,2023-01-24,10920,856,253,14,3253,87,7414,357
South Korea,2023-01-25,11821,901,294,41,3897,644,7630,268
South Korea,2023-01-26,12165,344,308,14,4080,183,7777,78
South Korea,2023-01-27,13014,849,338,30,4089,9,8587,165
